"marker","chrom","pos","A","genomewide.permute.pval"
"65",1000,"chr3B",100000001,1.03966579533358,1
"66",1000,"chr5B",100000001,0.614100911824545,1
"67",1000,"chr6A",100000001,0.616119922111837,1
"68",1000,"chr6B",100000001,0.027361446736286,1
"69",1000,"chr7A",100000001,0.352908291296965,1
"70",1001,"chr1B",100100001,0.194900991670211,1
"71",1001,"chr2B",100100001,0.174113439979105,1
"72",1001,"chr3B",100100001,1.03966092278768,1
"73",1001,"chr5B",100100001,0.535383699734352,1
"74",1001,"chr6A",100100001,0.616126877519646,1
"75",1001,"chr6B",100100001,0.0273550218919112,1
"76",1001,"chr7A",100100001,0.351033377531575,1
"77",1002,"chr1B",100200001,0.19490099599959,1
"78",1002,"chr2B",100200001,0.174110556023202,1
"79",1002,"chr3B",100200001,1.03965605337828,1
"80",1002,"chr5B",100200001,0.535380264979015,1
"81",1002,"chr6A",100200001,0.616133783288471,1
"82",1002,"chr6B",100200001,0.0273486008772722,1
"83",1002,"chr7A",100200001,0.352804157236619,1
"84",1003,"chr1B",100300001,0.194901000333297,1
"85",1003,"chr2B",100300001,0.174107674066321,1
"86",1003,"chr3B",100300001,1.03965118710668,1
"87",1003,"chr5B",100300001,0.526406559392532,1
"88",1003,"chr6A",100300001,0.616140686244089,1
"89",1003,"chr6B",100300001,0.0213972468290743,1
"90",1003,"chr7A",100300001,0.352679434322546,1
"91",1004,"chr1B",100400001,0.194901004671338,1
"92",1004,"chr2B",100400001,0.174104794108672,1
"93",1004,"chr3B",100400001,1.03964632397449,1
"94",1004,"chr5B",100400001,0.500454082794199,1
"95",1004,"chr6A",100400001,0.616147602461523,1
"96",1004,"chr6B",100400001,0.0297048742260617,1
"97",1004,"chr7A",100400001,0.352534619743119,1
"98",1005,"chr1B",100500001,0.194901009013717,1
"99",1005,"chr2B",100500001,0.174101916150401,1
"100",1005,"chr3B",100500001,1.05576063331453,1
"101",1005,"chr5B",100500001,0.500531483642471,1
"102",1005,"chr6A",100500001,0.651606048120164,1
"103",1005,"chr6B",100500001,0.0469778630820974,1
"104",1005,"chr7A",100500001,0.352370219865261,1
"105",1006,"chr1B",100600001,0.194901013360435,1
"106",1006,"chr2B",100600001,0.17409904019173,1
"107",1006,"chr3B",100600001,1.06381141953769,1
"108",1006,"chr5B",100600001,0.59487579245934,1
"109",1006,"chr6A",100600001,0.673029594574956,1
"110",1006,"chr6B",100600001,0.0469814799878163,1
"111",1006,"chr7A",100600001,0.352186748799128,1
"112",1007,"chr1B",100700001,0.1949010177115,1
"113",1007,"chr2B",100700001,0.174096166232792,1
"114",1007,"chr3B",100700001,1.06381141860384,1
"115",1007,"chr5B",100700001,0.549112727407303,1
"116",1007,"chr6A",100700001,0.681553773626313,1
"117",1007,"chr6B",100700001,0.0469850971985772,1
"118",1007,"chr7A",100700001,0.351984472338335,1
"119",1008,"chr1B",100800001,0.19490102206691,1
"120",1008,"chr2B",100800001,0.174093294273798,1
"121",1008,"chr3B",100800001,1.06381141766912,1
"122",1008,"chr5B",100800001,0.535507591742788,1
"123",1008,"chr6A",100800001,0.681554445661546,1
"124",1008,"chr6B",100800001,0.0469887147126071,1
"125",1008,"chr7A",100800001,0.330271534185168,1
"126",1009,"chr1B",100900001,0.19490102642668,1
"127",1009,"chr2B",100900001,0.174093294270106,1
"128",1009,"chr3B",100900001,1.07342770308,1
"129",1009,"chr5B",100900001,0.597043983076591,1
"130",1009,"chr6A",100900001,0.681555117033138,1
"131",1009,"chr6B",100900001,0.0438451278393639,1
"132",1009,"chr7A",100900001,0.330271516200674,1
"133",101,"chr1A",10100001,0.9516879377955,1
"134",101,"chr1B",10100001,0.0405225569455119,1
"135",101,"chr1D",10100001,0.00620533293943985,1
"136",101,"chr2A",10100001,0.473181352749612,1
"137",101,"chr2B",10100001,0.151801656491167,1
"138",101,"chr2D",10100001,1.08266075395132,1
"139",101,"chr3A",10100001,0.227543868400345,1
"140",101,"chr3B",10100001,0.101553085395937,1
"141",101,"chr3D",10100001,0.745067642867474,1
"142",101,"chr4A",10100001,0.78320200534288,1
"143",101,"chr4B",10100001,0.476529797747124,1
"144",101,"chr5A",10100001,0.736522318655618,1
"145",101,"chr5B",10100001,0.212827107709777,1
"146",101,"chr5D",10100001,0.609849686114596,1
"147",101,"chr6A",10100001,0.0488307726738519,1
"148",101,"chr6B",10100001,0.00634013683369625,1
"149",101,"chr6D",10100001,0.0852279599731908,1
"150",101,"chr7A",10100001,0.943975711939239,1
"151",101,"chr7B",10100001,0.143061345404562,1
"152",101,"chr7D",10100001,0.0468375027209559,1
"153",1010,"chr1B",101000001,0.194901030790805,1
"154",1010,"chr2B",101000001,0.17409042431122,1
"155",1010,"chr3B",101000001,1.21427980630955,1
"156",1010,"chr5B",101000001,0.607604391992678,1
"157",1010,"chr6A",101000001,0.681555787741727,1
"158",1010,"chr6B",101000001,0.067010385625697,1
"159",1010,"chr7A",101000001,0.330271498198198,1
"160",1011,"chr1B",101100001,0.194901035159294,1
"161",1011,"chr2B",101100001,0.174087556352596,1
"162",1011,"chr3B",101100001,1.21427980640458,1
"163",1011,"chr5B",101100001,0.603998870293642,1
"164",1011,"chr6A",101100001,0.68155645778797,1
"165",1011,"chr6B",101100001,0.0670130410664437,1
"166",1011,"chr7A",101100001,0.33027148017772,1
"167",1012,"chr1B",101200001,0.194901039532148,1
"168",1012,"chr2B",101200001,0.17408469039442,1
"169",1012,"chr3B",101200001,1.2143387167172,1
"170",1012,"chr5B",101200001,0.603998870293678,1
"171",1012,"chr6A",101200001,0.681557127172502,1
"172",1012,"chr6B",101200001,0.0665168256471517,1
"173",1012,"chr7A",101200001,0.330271473329805,1
"174",1013,"chr1B",101300001,0.194901072618665,1
"175",1013,"chr2B",101300001,0.174081826436833,1
"176",1013,"chr3B",101300001,1.19527273776429,1
"177",1013,"chr5B",101300001,0.603998870293695,1
"178",1013,"chr6A",101300001,0.68155779589598,1
"179",1013,"chr6B",101300001,0.0752932997612115,1
"180",1013,"chr7A",101300001,0.330271466476045,1
"181",1014,"chr1B",101400001,0.194901105707569,1
"182",1014,"chr2B",101400001,0.174078964479998,1
"183",1014,"chr3B",101400001,1.3758609576193,1
"184",1014,"chr5B",101400001,0.602903572112367,1
"185",1014,"chr6A",101400001,0.681558463959044,1
"186",1014,"chr6B",101400001,0.091408448761258,1
"187",1014,"chr7A",101400001,0.330271459616469,1
"188",1015,"chr1B",101500001,0.194901138815007,1
"189",1015,"chr2B",101500001,0.174076104524082,1
"190",1015,"chr3B",101500001,1.37596416612935,1
"191",1015,"chr5B",101500001,0.613490819897946,1
"192",1015,"chr6A",101500001,0.68155913136234,1
"193",1015,"chr6B",101500001,0.0918893184717954,1
"194",1015,"chr7A",101500001,0.330271441558991,1
"195",1016,"chr1B",101600001,0.194901171932952,1
"196",1016,"chr2B",101600001,0.174073246569233,1
"197",1016,"chr3B",101600001,1.37606737389396,1
"198",1016,"chr5B",101600001,0.616365859658856,1
"199",1016,"chr6A",101600001,0.681559798106512,1
"200",1016,"chr6B",101600001,0.0826810672213752,1
"201",1016,"chr7A",101600001,0.330271423483468,1
"202",1017,"chr1B",101700001,0.194901205061448,1
"203",1017,"chr2B",101700001,0.174070390615613,1
"204",1017,"chr3B",101700001,1.37616900863037,1
"205",1017,"chr5B",101700001,0.570435763827822,1
"206",1017,"chr6A",101700001,0.681560464192197,1
"207",1017,"chr6B",101700001,0.196711509307909,1
"208",1017,"chr7A",101700001,0.330271405389843,1
"209",1018,"chr1B",101800001,0.194901238200521,1
"210",1018,"chr2B",101800001,0.174067536663327,1
"211",1018,"chr3B",101800001,1.3762706397128,1
"212",1018,"chr5B",101800001,0.567265809320854,1
"213",1018,"chr6A",101800001,0.681561129620042,1
"214",1018,"chr6B",101800001,0.338836188986105,1
"215",1018,"chr7A",101800001,0.330271387278154,1
"216",1019,"chr1B",101900001,0.194901271350206,1
"217",1019,"chr2B",101900001,0.174064684712563,1
"218",1019,"chr3B",101900001,1.37637226708355,1
"219",1019,"chr5B",101900001,0.522281611695201,1
"220",1019,"chr6A",101900001,0.681561794390692,1
"221",1019,"chr6B",101900001,0.347598591066786,1
"222",1019,"chr7A",101900001,0.330271369148372,1
"223",102,"chr1A",10200001,0.951687937795636,1
"224",102,"chr1B",10200001,0.0405225369911872,1
"225",102,"chr1D",10200001,0.00302518711693896,1
"226",102,"chr2A",10200001,0.473181361989365,1
"227",102,"chr2B",10200001,0.151801680111595,1
"228",102,"chr2D",10200001,1.08266077778742,1
"229",102,"chr3A",10200001,0.227528460460043,1
"230",102,"chr3B",10200001,0.101553056167863,1
"231",102,"chr3D",10200001,0.506678541352915,1
"232",102,"chr4A",10200001,0.724220714512324,1
"233",102,"chr4B",10200001,0.268180104287072,1
"234",102,"chr5A",10200001,0.71659728354881,1
"235",102,"chr5B",10200001,0.244742206254505,1
"236",102,"chr5D",10200001,0.609826668618686,1
"237",102,"chr6A",10200001,0.0545678530803024,1
"238",102,"chr6B",10200001,0.00634122639983935,1
"239",102,"chr6D",10200001,0.0852384446612941,1
"240",102,"chr7A",10200001,0.94403154399328,1
"241",102,"chr7B",10200001,0.134473422707173,1
"242",102,"chr7D",10200001,0.0911289764572924,1
"243",1020,"chr1B",102000001,0.194901304510536,1
"244",1020,"chr2B",102000001,0.174061834763445,1
"245",1020,"chr3B",102000001,1.47496167927867,1
"246",1020,"chr5B",102000001,0.566565680774624,1
"247",1020,"chr6A",102000001,0.681562458504756,1
"248",1020,"chr6B",102000001,0.290569865735641,1
"249",1020,"chr7A",102000001,0.330271351000452,1
"250",1021,"chr1B",102100001,0.194901337681543,1
"251",1021,"chr2B",102100001,0.174058986816109,1
"252",1021,"chr3B",102100001,1.50347634663003,1
"253",1021,"chr5B",102100001,0.579109116391322,1
"254",1021,"chr6A",102100001,0.681563121962935,1
"255",1021,"chr6B",102100001,0.290569864383658,1
"256",1021,"chr7A",102100001,0.330271332834394,1
"257",1022,"chr1B",102200001,0.194901370863263,1
"258",1022,"chr2B",102200001,0.174056140870678,1
"259",1022,"chr3B",102200001,1.50347157421408,1
"260",1022,"chr5B",102200001,0.578808622171017,1
"261",1022,"chr6A",102200001,0.681563784765836,1
"262",1022,"chr6B",102200001,0.290569863030429,1
"263",1022,"chr7A",102200001,0.327041695729515,1
"264",1023,"chr1B",102300001,0.194901404055726,1
"265",1023,"chr2B",102300001,0.1740532969273,1
"266",1023,"chr3B",102300001,1.50346679340863,1
"267",1023,"chr5B",102300001,0.677539399304116,1
"268",1023,"chr6A",102300001,0.681564451411859,1
"269",1023,"chr6B",102300001,0.290569861675978,1
"270",1023,"chr7A",102300001,0.338025243814812,1
"271",1024,"chr1B",102400001,0.194901437258966,1
"272",1024,"chr2B",102400001,0.1740504549861,1
"273",1024,"chr3B",102400001,1.50346502618555,1
"274",1024,"chr5B",102400001,0.53799976887415,1
"275",1024,"chr6A",102400001,0.681565128694248,1
"276",1024,"chr6B",102400001,0.290569860320294,1
"277",1024,"chr7A",102400001,0.309702863485448,1
"278",1025,"chr1B",102500001,0.194901470473018,1
"279",1025,"chr2B",102500001,0.1740476150472,1
"280",1025,"chr3B",102500001,1.5034632541872,1
"281",1025,"chr5B",102500001,0.558272273243341,1
"282",1025,"chr6A",102500001,0.681565805339062,1
"283",1025,"chr6B",102500001,0.290569858952519,1
"284",1025,"chr7A",102500001,0.305362968935597,1
"285",1026,"chr1B",102600001,0.1949015037286,1
"286",1026,"chr2B",102600001,0.17404477711072,1
"287",1026,"chr3B",102600001,1.5034614774163,1
"288",1026,"chr5B",102600001,0.343102619581748,1
"289",1026,"chr6A",102600001,0.681566481346955,1
"290",1026,"chr6B",102600001,0.290569857583478,1
"291",1026,"chr7A",102600001,0.272808066175848,1
"292",1027,"chr1B",102700001,0.194901536948593,1
"293",1027,"chr2B",102700001,0.174041941176764,1
"294",1027,"chr3B",102700001,1.5034596958755,1
"295",1027,"chr5B",102700001,0.342982328782179,1
"296",1027,"chr6A",102700001,0.681566401537474,1
"297",1027,"chr6B",102700001,0.29056985755873,1
"298",1027,"chr7A",102700001,0.246543398612544,1
"299",1028,"chr1B",102800001,0.194901570179483,1
"300",1028,"chr2B",102800001,0.174039107245484,1
"301",1028,"chr3B",102800001,1.5034579095677,1
"302",1028,"chr5B",102800001,0.342937093505028,1
"303",1028,"chr6A",102800001,0.681567065586635,1
"304",1028,"chr6B",102800001,0.290569856188519,1
"305",1028,"chr7A",102800001,0.272382050526567,1
"306",1029,"chr1B",102900001,0.194901603437107,1
"307",1029,"chr2B",102900001,0.174036275316939,1
"308",1029,"chr3B",102900001,1.432552441149,1
"309",1029,"chr5B",102900001,0.342891900853947,1
"310",1029,"chr6A",102900001,0.681567728988868,1
"311",1029,"chr6B",102900001,0.290569854817043,1
"312",1029,"chr7A",102900001,0.199506316642189,1
"313",103,"chr1A",10300001,0.951687937795764,1
"314",103,"chr1B",10300001,0.0405225170192061,1
"315",103,"chr1D",10300001,0.0104722646322698,1
"316",103,"chr2A",10300001,0.473181371219895,1
"317",103,"chr2B",10300001,0.14286424478082,1
"318",103,"chr2D",10300001,1.08266121716567,1
"319",103,"chr3A",10300001,0.227513051088215,1
"320",103,"chr3B",10300001,0.101553045849869,1
"321",103,"chr3D",10300001,0.686768264438999,1
"322",103,"chr4A",10300001,0.62886356254701,1
"323",103,"chr4B",10300001,0.268180118117029,1
"324",103,"chr5A",10300001,0.967388555594337,1
"325",103,"chr5B",10300001,0.258565431905415,1
"326",103,"chr5D",10300001,0.609803670093225,1
"327",103,"chr6A",10300001,0.0546216639138639,1
"328",103,"chr6B",10300001,0.00634231553427957,1
"329",103,"chr6D",10300001,0.0852489329626037,1
"330",103,"chr7A",10300001,1.00095142241488,1
"331",103,"chr7B",10300001,0.104806260376281,1
"332",103,"chr7D",10300001,0.174459702855732,1
"333",1030,"chr1B",103000001,0.194901636705709,1
"334",1030,"chr2B",103000001,0.174033445391282,1
"335",1030,"chr3B",103000001,1.57648751326401,1
"336",1030,"chr5B",103000001,0.342846750793486,1
"337",1030,"chr6A",103000001,0.681568391744805,1
"338",1030,"chr6B",103000001,0.290569853444299,1
"339",1030,"chr7A",103000001,0.199503472717217,1
"340",1031,"chr1B",103100001,0.194901669969479,1
"341",1031,"chr2B",103100001,0.17403061746862,1
"342",1031,"chr3B",103100001,1.57648778506932,1
"343",1031,"chr5B",103100001,0.342801643288234,1
"344",1031,"chr6A",103100001,0.681569053855091,1
"345",1031,"chr6B",103100001,0.290569852070286,1
"346",1031,"chr7A",103100001,0.203977580973031,1
"347",1032,"chr1B",103200001,0.194901703260118,1
"348",1032,"chr2B",103200001,0.174027791549027,1
"349",1032,"chr3B",103200001,1.57648804655818,1
"350",1032,"chr5B",103200001,0.342756578302773,1
"351",1032,"chr6A",103200001,0.68156971468579,1
"352",1032,"chr6B",103200001,0.290569850706283,1
"353",1032,"chr7A",103200001,0.198010653900303,1
"354",1033,"chr1B",103300001,0.194901736561831,1
"355",1033,"chr2B",103300001,0.174024967632603,1
"356",1033,"chr3B",103300001,1.46219270600709,1
"357",1033,"chr5B",103300001,0.342711555801723,1
"358",1033,"chr6A",103300001,0.695083005639497,1
"359",1033,"chr6B",103300001,0.290569849341036,1
"360",1033,"chr7A",103300001,0.281373981469267,1
"361",1034,"chr1B",103400001,0.194901736561835,1
"362",1034,"chr2B",103400001,0.174022145719546,1
"363",1034,"chr3B",103400001,1.81475202524219,0.993
"364",1034,"chr5B",103400001,0.342666575749711,1
"365",1034,"chr6A",103400001,0.706399991415191,1
"366",1034,"chr6B",103400001,0.290569847974264,1
"367",1034,"chr7A",103400001,0.335364084416807,1
"368",1035,"chr1B",103500001,0.194901736561841,1
"369",1035,"chr2B",103500001,0.174019325809797,1
"370",1035,"chr3B",103500001,1.81475231645276,0.993
"371",1035,"chr5B",103500001,0.342621638111372,1
"372",1035,"chr6A",103500001,0.728968809881032,1
"373",1035,"chr6B",103500001,0.337695763226715,1
"374",1035,"chr7A",103500001,0.382074558648167,1
"375",1036,"chr1B",103600001,0.194901736561845,1
"376",1036,"chr2B",103600001,0.174016510721316,1
"377",1036,"chr3B",103600001,1.81475260725017,0.993
"378",1036,"chr5B",103600001,0.342566269910622,1
"379",1036,"chr6A",103600001,0.719767510501674,1
"380",1036,"chr6B",103600001,0.286197733747125,1
"381",1036,"chr7A",103600001,0.31816010326844,1
"382",1037,"chr1B",103700001,0.194901736561853,1
"383",1037,"chr2B",103700001,0.174013697633323,1
"384",1037,"chr3B",103700001,1.87836085697482,0.981
"385",1037,"chr5B",103700001,0.342566269747432,1
"386",1037,"chr6A",103700001,0.719778913006737,1
"387",1037,"chr6B",103700001,0.365179207202569,1
"388",1037,"chr7A",103700001,0.364586859729828,1
"389",1038,"chr1B",103800001,0.194901736561857,1
"390",1038,"chr2B",103800001,0.174010886545919,1
"391",1038,"chr3B",103800001,1.71380855789179,0.999
"392",1038,"chr5B",103800001,0.342521368092819,1
"393",1038,"chr6A",103800001,0.719790302810725,1
"394",1038,"chr6B",103800001,0.365197909958223,1
"395",1038,"chr7A",103800001,0.364586869507354,1
"396",1039,"chr1B",103900001,0.194901736561863,1
"397",1039,"chr2B",103900001,0.174008074650463,1
"398",1039,"chr3B",103900001,1.84341368505259,0.99
"399",1039,"chr5B",103900001,0.34247650864771,1
"400",1039,"chr6A",103900001,0.719801679908957,1
"401",1039,"chr6B",103900001,0.365216611041055,1
"402",1039,"chr7A",103900001,0.389206574841048,1
"403",104,"chr1A",10400001,0.95168794120904,1
"404",104,"chr1B",10400001,0.0405227378734132,1
"405",104,"chr1D",10400001,0.0104722559998227,1
"406",104,"chr2A",10400001,0.463813505177755,1
"407",104,"chr2B",10400001,0.142853958030391,1
"408",104,"chr2D",10400001,1.28508481897139,1
"409",104,"chr3A",10400001,0.227497640921422,1
"410",104,"chr3B",10400001,0.101553035542374,1
"411",104,"chr3D",10400001,0.548469298705622,1
"412",104,"chr4A",10400001,0.616207437618007,1
"413",104,"chr4B",10400001,0.26818012964241,1
"414",104,"chr5A",10400001,0.737386765750643,1
"415",104,"chr5B",10400001,0.243872400447931,1
"416",104,"chr5D",10400001,0.609780690552991,1
"417",104,"chr6A",10400001,0.0546775040750169,1
"418",104,"chr6B",10400001,0.00634341473464001,1
"419",104,"chr6D",10400001,0.0852594248710294,1
"420",104,"chr7A",10400001,0.951626752942762,1
"421",104,"chr7B",10400001,0.108356173853792,1
"422",104,"chr7D",10400001,0.14636050837123,1
"423",1040,"chr1B",104000001,0.194901736561867,1
"424",1040,"chr2B",104000001,0.174005267567499,1
"425",1040,"chr3B",104000001,1.84341405714614,0.99
"426",1040,"chr5B",104000001,0.342431691376863,1
"427",1040,"chr6A",104000001,0.719812953976331,1
"428",1040,"chr6B",104000001,0.365235310441341,1
"429",1040,"chr7A",104000001,0.386762190251202,1
"430",1041,"chr1B",104100001,0.194901736561873,1
"431",1041,"chr2B",104100001,0.174002459679702,1
"432",1041,"chr3B",104100001,1.84341442899547,0.99
"433",1041,"chr5B",104100001,0.342386916245039,1
"434",1041,"chr6A",104100001,0.719823687784414,1
"435",1041,"chr6B",104100001,0.327382119137692,1
"436",1041,"chr7A",104100001,0.386762192955822,1
"437",1042,"chr1B",104200001,0.194901736561878,1
"438",1042,"chr2B",104200001,0.173999653795814,1
"439",1042,"chr3B",104200001,1.84341480060076,0.99
"440",1042,"chr5B",104200001,0.342342183217034,1
"441",1042,"chr6A",104200001,0.764913417741303,1
"442",1042,"chr6B",104200001,0.35628090277358,1
"443",1042,"chr7A",104200001,0.390516146477084,1
"444",1043,"chr1B",104300001,0.194901736561882,1
"445",1043,"chr2B",104300001,0.173996849915948,1
"446",1043,"chr3B",104300001,1.84341517196257,0.99
"447",1043,"chr5B",104300001,0.34229749225764,1
"448",1043,"chr6A",104300001,0.758681822809456,1
"449",1043,"chr6B",104300001,0.337556871812158,1
"450",1043,"chr7A",104300001,0.38983439228261,1
"451",1044,"chr1B",104400001,0.194901736561888,1
"452",1044,"chr2B",104400001,0.17399404804015,1
"453",1044,"chr3B",104400001,1.84341554281289,0.99
"454",1044,"chr5B",104400001,0.342252793198655,1
"455",1044,"chr6A",104400001,0.765458002851378,1
"456",1044,"chr6B",104400001,0.3619581713904,1
"457",1044,"chr7A",104400001,0.38867650860635,1
"458",1045,"chr1B",104500001,0.194901769874712,1
"459",1045,"chr2B",104500001,0.173991248168496,1
"460",1045,"chr3B",104500001,1.63686160526742,1
"461",1045,"chr5B",104500001,0.342252950044368,1
"462",1045,"chr6A",104500001,0.767321330191664,1
"463",1045,"chr6B",104500001,0.361935072808634,1
"464",1045,"chr7A",104500001,0.387506161310194,1
"465",1046,"chr1B",104600001,0.194901803198678,1
"466",1046,"chr2B",104600001,0.173988450301028,1
"467",1046,"chr3B",104600001,1.63873920264594,1
"468",1046,"chr5B",104600001,0.416511282386321,1
"469",1046,"chr6A",104600001,0.767431750046405,1
"470",1046,"chr6B",104600001,0.299091697269251,1
"471",1046,"chr7A",104600001,0.389292920964327,1
"472",1047,"chr1B",104700001,0.19490183653382,1
"473",1047,"chr2B",104700001,0.173985654437818,1
"474",1047,"chr3B",104700001,1.63873923434362,1
"475",1047,"chr5B",104700001,0.405553645055328,1
"476",1047,"chr6A",104700001,0.768254019646583,1
"477",1047,"chr6B",104700001,0.287228452238501,1
"478",1047,"chr7A",104700001,0.386127475323823,1
"479",1048,"chr1B",104800001,0.194901869880173,1
"480",1048,"chr2B",104800001,0.173982860578912,1
"481",1048,"chr3B",104800001,1.5984795521779,1
"482",1048,"chr5B",104800001,0.405551022706598,1
"483",1048,"chr6A",104800001,0.768522500283362,1
"484",1048,"chr6B",104800001,0.260461293002776,1
"485",1048,"chr7A",104800001,0.367565828349399,1
"486",1049,"chr1B",104900001,0.194901903237767,1
"487",1049,"chr2B",104900001,0.173980068724364,1
"488",1049,"chr3B",104900001,1.59422902485387,1
"489",1049,"chr5B",104900001,0.405548401484371,1
"490",1049,"chr6A",104900001,0.770707741990188,1
"491",1049,"chr6B",104900001,0.390389090378779,1
"492",1049,"chr7A",104900001,0.367565827286521,1
"493",105,"chr1A",10500001,1.00160314306719,1
"494",105,"chr1B",10500001,0.040522715416775,1
"495",105,"chr1D",10500001,0.0104722473692854,1
"496",105,"chr2A",10500001,0.593509195141749,1
"497",105,"chr2B",10500001,0.137043160764551,1
"498",105,"chr2D",10500001,1.62289708965518,1
"499",105,"chr3A",10500001,0.227482229365838,1
"500",105,"chr3B",10500001,0.0824267174257989,1
"501",105,"chr3D",10500001,0.798561560151567,1
"502",105,"chr4A",10500001,0.616317143309008,1
"503",105,"chr4B",10500001,0.268180141143304,1
"504",105,"chr5A",10500001,0.586999265845453,1
"505",105,"chr5B",10500001,0.243856612682625,1
"506",105,"chr5D",10500001,0.609757730012725,1
"507",105,"chr6A",10500001,0.0582452922724018,1
"508",105,"chr6B",10500001,0.00169404129716132,1
"509",105,"chr6D",10500001,0.0852731650553106,1
"510",105,"chr7A",10500001,0.960831197907492,1
"511",105,"chr7B",10500001,0.108359196541073,1
"512",105,"chr7D",10500001,0.155331426412877,1
"513",1050,"chr1B",105000001,0.194901936606635,1
"514",1050,"chr2B",105000001,0.173977278874211,1
"515",1050,"chr3B",105000001,1.59541283837605,1
"516",1050,"chr5B",105000001,0.405547778692752,1
"517",1050,"chr6A",105000001,0.772056619720894,1
"518",1050,"chr6B",105000001,0.092587485560342,1
"519",1050,"chr7A",105000001,0.367565826223445,1
"520",1051,"chr1B",105100001,0.194901969986815,1
"521",1051,"chr2B",105100001,0.173974491028522,1
"522",1051,"chr3B",105100001,1.59541314762183,1
"523",1051,"chr5B",105100001,0.518503794934947,1
"524",1051,"chr6A",105100001,0.746560508578659,1
"525",1051,"chr6B",105100001,0.0925952012313382,1
"526",1051,"chr7A",105100001,0.367565825160157,1
"527",1052,"chr1B",105200001,0.194902003378336,1
"528",1052,"chr2B",105200001,0.173971705187298,1
"529",1052,"chr3B",105200001,1.59541345651042,1
"530",1052,"chr5B",105200001,0.405164355539488,1
"531",1052,"chr6A",105200001,0.740183425562142,1
"532",1052,"chr6B",105200001,0.0926029133315304,1
"533",1052,"chr7A",105200001,0.367565824096643,1
"534",1053,"chr1B",105300001,0.194902036765234,1
"535",1053,"chr2B",105300001,0.173968921350607,1
"536",1053,"chr3B",105300001,1.59541376504194,1
"537",1053,"chr5B",105300001,0.405163911288266,1
"538",1053,"chr6A",105300001,0.740181845639747,1
"539",1053,"chr6B",105300001,0.0926231442281803,1
"540",1053,"chr7A",105300001,0.367565823032921,1
